clean_comment,BATTERY_Negative,BATTERY_Neutral,BATTERY_Positive,CAMERA_Negative,CAMERA_Neutral,CAMERA_Positive,DESIGN_Negative,DESIGN_Neutral,DESIGN_Positive,FEATURES_Negative,FEATURES_Neutral,FEATURES_Positive,GENERAL_Negative,GENERAL_Neutral,GENERAL_Positive,PERFORMANCE_Negative,PERFORMANCE_Neutral,PERFORMANCE_Positive,PRICE_Negative,PRICE_Neutral,PRICE_Positive,SCREEN_Negative,SCREEN_Neutral,SCREEN_Positive,SER&ACC_Negative,SER&ACC_Neutral,SER&ACC_Positive,STORAGE_Negative,STORAGE_Neutral,STORAGE_Positive
máy chơi cấp nhập lên 12 chơi game liên_quân rất mất 2 t_3tieng mà vẫn mất quá ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
máy mới mua về rất tốt cảm_ứng mượt_touch id rất nhạy_camera sắc nét nói_chung rất tuyệt_nhân_viên vui_vẻ,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
máy này dùng quá ok luôn hôm_qua mình mới mua và cảm_nhận được hàng đẹp nói_chung là ok,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
đt sài rất ok_nha mn_pin thì cũng ko quá nổi_tệ vì có 4000 msh à kêu đau cho bằng 5000 nói_chung là ok mik sài đc gần 1 tháng thấy rất ok,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sản_phẩm rất tệ ban_đầu đọc đánh_giá của mọi người hơi hoang_mang nhưng vẫn mua để trải_nghiệm bây_giờ mới thấy cực_kì hối_hận xài được 3 ngày thực_sự muốn điên luôn pin 4000 mah nhưng xài còn chẳng được nửa ngày vân tay được ngày đầu qua mấy ngày sau ko nhận_dạng được phải dùng mật_mã thường khe sim thì tự_động tháo sim lắp_sim lại 2 3 lần mới dùng được trong khi sim lắp qua con j7 prime vẫn xài ngon ơ_phím cảm_ứng thì không mượt_ko nhạy_camera chống rung_tệ cực_kì không còn gì để nói nữa quá tệ cho 1 con đt giá gốc gần 8 tr,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nhân_viên phục_vụ tốt máy sài ngon chơi game mượt_pin trâu vân_tay nhạy nói_chung ok,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
điện_thoại loa bé quá ram 8 g nhưng cảm_giác chỉ bằng ram 6 g pin 5 k nhưng sụt khá nhanh,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy hay đứng lâu_lâu còn bị lắc_màng hình_bấm thì lúc ăn lúc không vân tay lúc đc lúc không,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dùng đc hơn 1 tháng cảm_thấy không biết siêu_phẩm hay cái khỉ khô gì chứ dùng chán_đời vô_cùng màu thì lòe loẹt camera thì xấu chậm chậm đơ đơ nhận vân_tay thì chậm nhận_diện khuôn_mặt thì mặt ai đưa vào cũng mở đc nói_chung là đồ tàu khựa có khác pin thì yếu đánh liên_quân thì giật dùng bộ gõ tiếng trung thì lỗi nói_chung là đừng ai mua,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
mua dc 4 tháng xài tới giờ rất ok_game liên_quân hay pubg đều ko lag chụp hình cũng ok rất hài_lòng với sản_phẩm luôn ủng_hộ vivo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
thế_giới di_động làm_ăn như gì đt này đem về sài bỏ_túi quần 1 ngày bị cong đó đem lên 1 đổi 1 mà ko_chịu mọi người nên tẩy_chay và đừng sài dòng này nữa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mua được 3 ngày nói_chung tất_cả đều tốt từ nhân_viên đến máy_trừ pin thì hơi nhanh một_tí nhưng có thế thông_cảm vì màn_hình lớn 4 sao,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
pin nhanh hết quá mình chỉ check email và kiểm_tra tin nhắn mà pin rất mau hết so với cái j7 2016 mình xài trước thì pin_tệ hơn nhiều mình mới mua 2 tuần,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy mới mua mà sao sạc đầy pin để đó đến trưa tự_dưng mất 4 pin là sao mà không chơi gì cả chỉ để yên_máy đó đến trưa về bật máy lên là thấy mất 4 rồi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thật không ngờ_sản phảm giá tầm_trung mà hiệu_năng tốt đến vậy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
máy a70 của mình bị lỗi ic sạc giờ muốn đổi thì sao dùng điện_thoại mà bị lỗi chán ghê,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mới mua đc mấy pữa mà chơi game clash of_clans k cũg nóg máy mà_còn hơi bị giật gặp còn chơi liên_quân hk pjt s àk ram 8 g ảo quá cảm_thấy k hài_lòg chắc_đổi lại quá,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mới mua máy được 2 ngày dùng tốt pin trâu 1 ngày mới phải sạc dùng lướt_web các ứng_dụng mạng xã_hội ổn_định chơi game liên_quân ổn không giật_lác gì bắt sóng khỏe,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
được quả pin trâu mới mà đôi_lúc đơ_ko hiểu lí_do mặc_dù k chơi game mới mua được 1 tuần chưa trải_nghiệm nhiều,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
màn_hình phải nói đẹp hoàn_hảo loa ngoài bình_thường pin ngon_sạc 2 h đầy pin rồi cho cục sạc cổng c to c quá đã còn cảm_biến vân tay các bạn cài tối_đa 3 dấu vân tay các bạn cài ngón chính 3 dấu luôn nha đảm_bảo với các bạn nó nhận chính_xác luôn nhớ xoay ngón tay 360 là ok mình ko thấy loạn cảm_ứng gì hết kkkk chơi pubg ngon màn_hình 20 9 đầu_tiên luôn xem phim chiếu rạp bao phê,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
mình mua được 10 ngày sài thử thấy samsung a70 ok cái gì cũng tốt đừng nghe lời mấy người kia nói là samsung a70 là đồ tàu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cấu_hình rất mượt nhờ gpu turbo chơi game rất thích pin củg rất trâu lướt_web fb chơi game 7 h 100 tuột còn 65 lướt_web lâu quay về màn_hình chính hơi đơ một_chút nói_chung là ổn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
đã mua về sử_dụng hơn 6 tháng đến nay và cảm_nhận là máy chạy mượt_mà ổn_định cam chụp ban_ngày đẹp chụp buổi tối thiếu sáng chỉ cho bức ảnh bình_thường pin trụ lâu muôn mua thêm phiên_bản màu đỏ nữa nhưng mua về xài ko hết nhưng vẫn thích cây đỏ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mua đc nửa tháng mọi thứ bình_thường nhưng pin mới mia thì khá khỏe sau 2 tuần có sự sụt_pin hơi hao,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ae ko nên mua con này sài còn thua iphone6 wifi và 3 g bắt sóng quá tệ sai_lầm khi bỏ tiền mua con này,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rất hài_lòng pin rất trâu nhân_viên rất nhiệt_tình trung_thành với tgdd mua máy 1 tuần sử_dụng rất ok,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
máy sài thời_gian đầu ok nhưng đc 1 tháng thì pin để không cũng tụt máy nóng kinh_khủng_bỏ 7 tr mua thấy k_đáng không hài_lòng,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mua máy vivou10 này được tầm nửa tháng rồi lúc mình mua là 3 990 k phụ_kiện gồm ốp lưng miếng dán mặt cảm_ứng cây lấy sim trãi_nghiệm ổn_nha chơi liên_quân mỗi trận tốn 1 3 pin thôi ae mua để chơi game thì thấy máy này ok đó camera không bằng 5 của nokia nữa loa nghe cũng khá ổn_cảm_ứng thì không mượt bằng nokia_nha chơi game nó hơi_rít và chậm nhưng được_cái pin trâu thiệt à còn sạc pin nhanh nữa khoảng 2 h là 100 rồi,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
mới mua tuần quá tệ chơi game thì hạn_chế đủ thứ camera ko_sắc ko có google thì thiếu đủ thứ thất_vọng,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quá tốt cho sản_phẩm sạc nhanh cấu_hình ok vân tay nhạy_thiết_kế mỏng nhẹ vừa tay good,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mấy b nào nói ximiao not 8 chụp hình hơn con này là vì mấy b chưa biết cách chỉnh_sửa ảnh nhé mình đi mua so_sánh camera 2 con_con này sắc_nét và màu thực hơn nhé còn muốn đẹp hơn thì vô_chỉnh_sửa hình_ảnh là ok hơn nhiều,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mới lấy máy đc 1 ngày dùng rất tốt_pin khỏi nói chiến_game tốt mình thì lại thấy thiết_kế tổng_thể đẹp đối_xứng nhân_viên điện máy xanh nhiệt_tình ko biết sau_này như nào nhưng giờ thì thấy ok,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dùng nửa năm rồi vẫn thấy bình_thường chả hiểu các bác dùng kiểu gì em tất tất_cả đều ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy sài tốt camera chụp hình rất đẹp rất mướt nhưng sao hai cái loa của đt chỉ nge được có cái v,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mua máy được 2 ngày sử_dụng sản_phẩm rất ok rất mượt_chiến_game ko bị lag_ko như những bình_luận chê_bai này nọ chỉ có cảm_ứng vân_tay dưới màn_hình ko_nhạy cho mấy còn lại tất_cả mọi thứ rất ok,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lướt w quá tệ nhiều trang_bị chặn phải 2 3 lần mới vào đc nhất là trang tienphong online tuoitreonline cảm_ứng kém nếu dùng thêm miếng dán thì sử_dụng rất bực_mình đang có ý_định đổi trả để dùng máy khác nhờ ad tư_vấn,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy sài rất ok_sạc pin nhanh chạy mượt_cấu_hình mạnh so với giá tầm_trung không có điểm nào chê,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
mới dùng đc 2 ngày cảm_thấy pin rất trâu game mượt chơi ko nóng như trên youtube nói phải nói là số 1 trong tầm giá,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
còn nhiều lỗi lặt_vặt trên redmi note 9 s quá máy mình sóng khá yếu nhiều khi ko nhận được cuộc_gọi đến bắt_wifi cũng kém pin_tuột lúc nhanh lúc chậm ko ổn_định có nhiều bạn còn bị lỗi sập nguồn và hở sáng màn_hình nữa mình nhận máy được 7 ngày rồi nhưng chưa ngày nào thấy vui hết giống như đang bỏ tiền ra để rước cục nợ về vậy cứ phải đem máy đi kiểm_tra bảo_hành buồn thật_sự,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chán ngoài thành_thị mà kh có cục sóg nào quá tệ lúc trc hay xài sam_sung lắm h thấy thất_vọg gần 8 tr uổng,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
mình mua máy từ lúc sp mới ra máy pin khỏe chụp ảnh đẹp đáng_giá cho với tầm phân_khúc,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
không biết_mấy bạn sài như_thế_nào và dùng vài việc gì hay không dùng mà chỉ lên đây chê_bai này nọ ni kia riêng mình thấy đáng mua nhất trong tầm_giá này mình chơi liên_quân ok võ_lâm jx1 efun ok pin trâu nhạc thì loa hơi nhỏ chụp ảnh thì tàm tạm mấy bạn về cập_nhật lên vos 3 0 mượt khỏi chê hàng vn chất_lượng tốt nói_chung ko_thua 1 hãng nào cả còn về lâu_dài thì ko biết sao nhưng thấy bh 18 tháng quá ổn các bạn nên mua ko phải lo đâu cái gì không biết cứ đêm ra cửa_hàng họ hướng_dẫn cho chúc các bạn có 1 lựa chon sáng_suốt,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
sản_phẩm rất tuyệt_giá_cả quá hợp_lý pin trâu nói_chung là rất vừa_lòng khi mua sản_phẩm,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
không hiểu sao với 4 5 tr mà t lại mua cái máy này chẳng được cái gì máy này giá 3 tr hợp_lý hơn phan_oppo từ 2015 tới h thất_vọng thật cam_tệ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
đẹp và tính_năng tốt gọn_nhẹ và thích_hợp với mọi lứa tuổi và giới_tính cá_nhân tôi rất thích,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mới mua về hôm_qua màu matte cảm_thấy rất okie luôn mình cũng từng đắn_đo vì phải bỏ ra 20 triệu mua đt dòng cao_cấp nhưng lỡ đam_mê rồi nên mình quyết để_dành từ đầu năm để mua luôn mong các bạn cũng luôn tỉnh_táo để chọn sp ưa_thích nhé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
oki rất đáng để mua nhưng pin hơi ít mẫu_mã đẹp bắt nhỏ gọn thiết_kế camera đẹp nhân_viên vui_vẻ hòa_nhã lịch_sự sản_phẩm nhìn đẹp_mắt nhỏ gọn dễ cầm,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sản_phẩm dùng rất tốt về thiết_kế mỏng nhẹ nam_nữ dùng đều hợp màn_hình sáng pin tớ dùng cả ngày chưa hết nói chug lại sp tuyệt_vời của ssung,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
khuyên các bạn chưa mua máy thì đừng mua máy này nhé tôi đổi máy lần thư 2 rồi mà vẫn dính lỗi chơi game khoảng 1 h khi thoát ra là treo máy máy lần 1 treo khoảng 5 p máy lần 2 treo hơn 2 p đến nản xiaomi redmi note 9 s,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy này là anh_trai làm trong samsung mua cho dùng gần 3 tháng rồi mà không có hiện_tượng giật lag wifi bắt ổn loa tốt_camera thì cả trước và sau đều nét chỉ cần cung_cấp đủ độ sáng là ok hết pin thì khỏi bàn trâu vđ lúc sạc đối_với bản_thân mình thì pin sạc nhanh cảm_ứng của máy nhạy_mượt cảm_ứng vân tay soang choảnh 1 chạm là mở nói_chung với tầm giá này mà samsung làm ra được quả máy từ thiết_kế và chất_lượng đều ổn như này thì đúng là vượt qua mong_đợi 3 3 đánh_giá này là thật 100 nhaaa,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
máy mơ i sau khi đô i không co_lô i_lầm gì rất ok ai có ý_định mua thì xúc luôn đi k phải lăn tăn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy tốt lên mạng nhanh kinh_khủng_giá rẻ mặc_dù sắp ra mobell_s61 nhưng mình thấy về cấu_hình thì máy này tốt hơn mobell s61 chỉ có thiết_kế lạ ở chỗ camera ngang nhin râtf hay bên ngoài nhìn vô cứ như iphone x iphone 7 vậy máy làm bằng nhựa mà bền_kinh khủng_mình làm rớt từ trên cao xuông vẫn tốt chưa bị xước nhựa hay màn_hình,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
máy mua cx đc hơn nửa tháng rồi nói_chung mọi thứ đều tốt đặc_biệt chụp ảnh đẹp cả camera trước lẫn sau có_điều đang xài các ứng_dụng thì quảng_cáo tự_nhiên lọt vào chặn rồi mà cx ko đỡ hơn,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
san pham mau den thiet ke sang trong bat mat pin thap_nhung su_dung rat lau,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sản_phẩm tốt ạ ảnh chắc tại em đăng nhiều cùng một lúc nên máy chậm bộ_nhớ cao_pin tốt,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
máy vào mạng khá chậm pin 4000 mà nhanh_tụt để qua đêm tắt mạng 4 g cáv ứng_dụng chìm mà từ 11 h đến 6 h sáng tụt 25 pin vs giá 8 tr thì hơi thất_vọng về sp này,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lỗi camera mất 2 3 giây mới mở được camera và mất thêm 2 3 giây nữa để camera hoạt_động ổn_định lúc đầu mới mở camera ra thì màn_hình đen sau đó khung_cảnh trong camera bị giật mất vài giây_camera mới hoạt_động ổn_định nhiều lúc không mở được camera và phải thoát ra để vài lại mới được còn các ứng_dụng khác khi vào rất chậm chạm vào để mở ứng_dụng nhưng chuyển_cảnh chậm mất 2 4 giây mới mở được ứng_dụng máy_ảnh chụp không nét như quảng_cáo pin 5020 nhưng máy mới mua buổi tối sạc đầy 100 lúc 22 giờ đêm sau đó tắt hết ứng_dụng ngầm và đi ngủ 6 giờ sáng hôm sau dậy pin sụt 16 nói_chung so_sánh về tất_cả mọi thứ từ camera chip_độ ổn_định tất_cả đều thua_kém redmi note 8 pro,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mua cho em nhỏ người_lớn rất hợp_lý vừa túi_tiền nữa cấu_hình vầy là quá ổn rồi đừng đòi_hỏi nhiều với cái giá đã bỏ ra muốn chơi game nhiều ứng_dụng thì xìa ra thêm nha ở xa nhà nhưng chỉ cần order online là được phục_vụ nhanh_chóng tận_tình tại gia luôn thích dịch_vụ của tgdd dmx trong nhà toàn dùng hàng từ đây sự lựa_chọn tin_cậy về nokia_c2 chất_lượng hình_ảnh gọi video được cà_đẹp lung_linh_nha bắt wifi khá tốt vì dùng ké từ nhà_kế mà vẫn ổn_hihi mua tặng cậu em nhỏ nên không được trải_nghiệm nhiều v,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
sử_dụng 5 tháng nay ok phù_hợp với mục_đích cá_nhân chạy các ứng_dụng như mail ngân_hàng mượt_nhạy nhanh 6 64 gb là vừa pin ok,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sp chơi game khá là lag kh như quảng_cáo sp_pin thì tụt hơi nhanh sạc 100 vừa rút ra chưa đc 5 p tụt 98 rồi mặc_dù rút ra để kh kh sd mà vẫn tụt_pin khá là thất_vọng khi mua sp này,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy ngon cực_kỳ luôn ổn trong tầm trung_nv tgdd thì nhiệt_tình hết_mức làm khách mua cứ ngại,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
sản_phẩm tuyệt_vời pin khỏe hiệu_năng mượt_mà chuyên_cày game mình sài từ lúc mua tới giờ mà vẫn ổn_định mượt_mà không bị treo đơ nói_chung là sản_phẩm đáng đồng_tiền bát gạo sp rất tốt_mượt vô_cùng tôi sẽ tiêp tuc mua hàng tại điện máy xanh,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
mới mua 2 ngày_trước mình cảm_thấy xài rất ổn không giống như những gì mọi người nói wifi bắt rất tốt pin trâu không có tụt pin nhanh như mọi người nói chơi game gần 1 tiếng tụt khoảng 10 chơi lâu không có bị nóng_máy nói_chung là cực_kỳ ok phù_hợp với giá tiền,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
mới dùng nên chưa đánh_giá hết hiệu_năng của e nó nói_chung là ngon nhân_viên dmx nhiệt_tình,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sản_phẩm ok tiền nào của đó pin ổn máy xài ko nóng chỉ ấm nhẹ_xíu xiu mấy chụy nhân_viên xuất_sắc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
về hiệu_năng và tính_năng cũng rất tốt nhưng chơi game zing speed mobile được 1 tí thì lại bị đứng luôn phải khởi_động lại game,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
máy dùng tốt mượt chưa thấy lỗi gì pin rất trâu nhưng sạc hơi tốn thời_gian xíu,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mình mua sản_phẩm từ khi mới mở bán tổng_quan về sản_phẩm thì ổn phù_hợp với thu_nhập có lỗi là máy tự_động mở 4 g dù ko sử_dụng máy có khả_năng chống nước kém chi_phí sửa_chữa lai_men khá cao_tầm 3 2 triệu khá là bất_ngờ khi được nv báo_giá sửa_chữa như trên gần bằng 3 4 giá máy lúc mới ra nói_chung sản_phẩm đã mang thương_hiệu việt giá_cả phải_chăng nên ửng hộ nhưng nên cân_nhắc khi mang sử_dụng sản_phẩm trong nhiều trường_hợp nhầm_chánh gây hự sản_phẩm như mình hoặc có_thể chờ sản_phẩm hoàn_thiện hơn tốt hơn rồi ủng_hộ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sạc nhanh khá mượt phân_giải và chụp hình đẹp hy_vọng củ sạc sẽ lâu_bền chứ cái samsung cũ của mình chỉ hơn 1 năm là hư sạc rồi,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
mua về chưa được 1 tháng pin tuột nhanh dã_man luôn có mang ra tgdd thì mấy anh cứ bảo_đt smartphone bây_giờ là vậy sài khoảng 4 tiếng là sạc 1 lần chứ có cái nào sài tận 2 ngày sạc đâu mua xong về muốn đổi cái mới luôn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy dep xai ổn mà không hài_lòng về pin không xài tat hết ứng_dụng ngầm wifi mà sáng thức dậy còn có 90 trong khi mua 2 máy 1 máy trắng lại không bị chi tốn 2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thấy củng được thôi máy dùng hơi lag pin_sạc rất nhanh chứ chưa quá tốt với mức giá 7 tr,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
máy tốt so với tầm giá máy có nhiều tính_năng rất ưu_việt dùng máy liên_tục nhưng ko thấy nóng oke,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
buồn quá buồn_hieu rất trung_thành với habgf samsung từ cái thời cù_bă p va bâ p nă p r len_cảm_ứng tinh_ra mua cũng phải hơn 20 chiec vậy_mà đến cái a51 này quá thất_vọng lỗi từa lưa cảm_úng can_tay tệ màn_hình tệ_he điê_u hành_tê nói_chung tệ_tát cả trư chụp ảnh là thấy ok mua dc 1 tháng mà ra nhờ kỳ_thuật_viên kiêm_tra 4 lan và đổi sang máy mới vãn bị hiện_trạng cũ mát thời_gian nen đa_nh chịu sài đơ vay,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
thích mỗi chơi game được còn camera quá tệ dùng được 1 thời_gian thì pin sạc kém đến 70 là ngỏm mãi ko lên nổi nói_chung buồn với đt này quá,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
máy lâu_lâu cảm_ứng không nhạy phải khởi_động lại độ sáng màn_hình thấp còn mọi thứ khác thì cũng dc,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mua ngày 21 4 20 tại tgdđ 416 hậu_giang q6 nhân_viên rất nhiệt_tình và vui_vẻ trải_nghiệm máy sau 3 ngày sử_dụng cực_kỳ ngon_pin ok lắm chơi game thì ko phải bàn trong tầm giá này là ko có đối_thủ lướt web fb zalo youtube gì đó thì mượt lắm đang xài y9 prime 2019 mua thêm e này cho có đôi thành_thật cảm_ơn nhân_viên tgdđ 416 hau_giang rất nhiều xin cảm_ơn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
ma y_đe p camera chu_p a_nh đe p vân tay siêu_nha y_mươ t_ma trong mo i_thao ta c rất tốt sd 4 tháng r thấy rất ok phục_vụ rất tốt,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
